date,avg_price,인스타_좋아요수,인스타_댓글수,블로그_긍정수,블로그_전체수,블로그_부정수,뉴스_긍정수,뉴스_전체수,뉴스_부정수,검색트렌드,기온,강수량,습도,풍속,구름량,날씨_코드,월,요일,계절,유튜브_조회수,유튜브_좋아요수,유튜브_댓글수,유튜브_긍정수,유튜브_부정수
2023-10-27,160000,0,0,0,0,0,0,0,0,0.172972966,0.630566698,0.006702413,0.779527559,0.135329917,0.4525,0,10,4,4,0,0,0,0,0
2023-10-28,160000,0,0,1,3,2,0,0,0,0.163963914,0.603311735,0,0.714718353,0.006085842,0.015416667,0,10,5,4,0,0,0,0,0
2023-10-29,160000,0,0,0.363636364,1.090909091,0.727272727,0,0,0,0.145945911,0.601769001,0,0.721380981,0.122677771,0.116666667,0,10,6,4,0,0,0,0,0
2023-10-30,160000,43,6,0.272727273,0.818181818,0.545454545,0,0,0,0.228828763,0.589427132,0,0.827983041,0.112267777,0.214166667,0,10,0,4,0,0,0,0,0
2023-10-31,160000,26.63636364,6.181818182,0.181818182,2.545454545,2.363636364,0,0,0,0.163963914,0.606397203,0,0.886129618,0.168321589,0.575416667,3,10,1,4,0,0,0,0,0
2023-11-01,160000,15.72727273,3.090909091,1.090909091,2,0.909090909,0,0,0,0.172972966,0.724056361,0.087131367,0.909751666,0.463805253,0.581666667,0,11,2,4,0,0,0,0,0
2023-11-02,160000,10.81818182,2.181818182,1.409090909,2.045454545,0.636363636,0,0,0,0.117117067,0.743391957,0,0.819503331,0.344170404,0.087916667,0,11,3,4,0,0,0,0,0
2023-11-03,160000,5.909090909,1.272727273,0.663636364,1.081818182,0.418181818,0,0,0,0.111711696,0.718193973,0.159517426,0.964264082,0.375080077,0.91375,3,11,4,4,0,0,0,0,0
2023-11-04,160000,2.954545455,0.636363636,1.472727273,1.690909091,0.218181818,0,0,0,0.221621603,0.70801193,0.026809651,0.813446396,0.217008328,0.628333333,1,11,5,4,73262,1333,113,71,38
2023-11-05,160000,1.672727273,0.345454545,0.636363636,1.727272727,1.090909091,0,0,0,0.401801729,0.692687442,0.415549598,0.900666263,0.47309417,0.791666667,51,11,6,4,26815.72727,491.7272727,41.09090909,25.81818182,13.81818182
2023-11-06,160000,86.08181818,11.21818182,0.409090909,0.827272727,0.418181818,0,0,0,0.26666666,0.645788337,0.467828418,0.749848577,1,0.731666667,51,11,0,4,27492.18182,469.0909091,39.81818182,24.36363636,14.36363636
2023-11-07,160000,31.10909091,4.072727273,1.254545455,3.563636364,2.309090909,0,0,0,0.223423393,0.413555487,0.001340483,0.535433071,0.489590006,0.2275,0,11,1,4,16076.45455,281.7272727,23.81818182,14.72727273,8.363636364
2023-11-08,160000,23.18181818,3,0.5,2.409090909,1.909090909,0,0,0,0.212612551,0.456957729,0,0.520896426,0.103779628,0.136666667,0,11,2,4,8723.272727,150.5454545,12.72727273,7.818181818,4.545454545
2023-11-09,160000,15.45454545,2,0.336363636,1.336363636,1,0,0,0,0.198198128,0.558881004,0.048257373,0.810417929,0.334080717,0.548333333,0,11,3,4,4700.181818,79.95454545,6.772727273,4.136363636,2.454545455
2023-11-10,160000,7.727272727,1,0.209090909,0.890909091,0.681818182,0,0,0,0.163963914,0.358634166,0,0.364627498,0.512972454,0.074166667,0,11,4,4,2683.1,46.03636364,3.9,2.390909091,1.4
2023-11-11,160000,61.86363636,0.5,1.109090909,2.5,1.390909091,0,0,0,0.180180126,0.300935925,0,0.37007874,0.185297886,0.30625,0,11,5,4,1675.354545,29.10909091,2.463636364,1.518181818,0.872727273
2023-11-12,160000,23.40909091,0.3,0.409090909,0.972727273,0.563636364,0,0,0,0.241441395,0.283760156,0,0.563900666,0.226617553,0.005416667,0,11,6,4,10193.30909,94.93636364,6.245454545,3.136363636,3.109090909
2023-11-13,160000,251.3636364,50.2,0.3,1.672727273,1.372727273,0,0,0,0.255855818,0.286639926,0,0.592973955,0.22821909,0.012916667,0,11,0,4,3767.054545,35.32727273,2.345454545,1.181818182,1.163636364
2023-11-14,160000,95.63636364,18.18181818,1.2,1.809090909,0.609090909,0,0,0,0.2774774,0.367890569,0,0.760145366,0.092568866,0.32875,1,11,1,4,2723.727273,25.09090909,1.636363636,0.818181818,0.818181818
2023-11-15,160000,336.0909091,59.63636364,0.454545455,0.836363636,0.381818182,0,0,0,0.309909825,0.412938393,0,0.788007268,0.095451634,0.340833333,1,11,2,4,1815.818182,16.72727273,1.090909091,0.545454545,0.545454545
2023-11-16,160000,288.2727273,35.81818182,1.318181818,2.545454545,1.227272727,0,0,0,0.252252238,0.428982824,0.127345845,0.949727438,0.198750801,0.81375,3,11,3,4,907.9090909,8.363636364,0.545454545,0.272727273,0.272727273
2023-11-17,160000,148.7636364,20.72727273,1.572727273,2.054545455,0.481818182,0,0,0,0.248648657,0.318214543,0.006702413,0.612356148,0.303971813,0.39,0,11,4,4,27977.95455,238.1818182,5.272727273,4.136363636,1.136363636
2023-11-18,190000,102.0545455,13.36363636,0.745454545,1.081818182,0.336363636,0,0,0,0.308108035,0.271829682,0,0.514839491,0.493754004,0.02375,0,11,5,4,10281.1,87.6,1.981818182,1.536363636,0.445454545
2023-11-19,195000,57.92727273,7.363636364,2.5,3.709090909,1.209090909,0,0,0,0.327927929,0.398025301,0.002680965,0.733494852,0.295643818,0.182083333,0,11,6,4,7688.127273,65.49090909,1.472727273,1.145454545,0.327272727
2023-11-20,200000,30.20909091,3.909090909,2.027272727,2.5,0.472727273,0,0,0,0.378378356,0.377558367,0,0.665657177,0.096412556,0,0,11,0,4,5004.363636,42.54545455,0.909090909,0.727272727,0.181818182
2023-11-21,200000,14.28181818,1.709090909,2.063636364,2.381818182,0.318181818,0,0,0,0.347747722,0.397819603,0,0.719563901,0.138372838,0.115416667,0,11,1,4,2502.181818,21.27272727,0.454545455,0.363636364,0.090909091
2023-11-22,195000,1548.018182,134.1090909,1.072727273,1.281818182,0.209090909,0,0,0,0.345945932,0.445130104,0,0.753482738,0.191704036,0.345,0,11,2,4,1251.090909,10.63636364,0.227272727,0.181818182,0.045454545
2023-11-23,195000,562.3818182,48.54545455,0.681818182,0.790909091,0.109090909,0,0,0,0.34054046,0.521752546,0.00536193,0.764990915,0.453395259,0.517083333,0,11,3,4,750.6545455,6.381818182,0.136363636,0.109090909,0.027272727
2023-11-24,200000,419.7818182,36.27272727,1.381818182,1.427272727,0.045454545,0,0,0,0.403603519,0.234701224,0,0.40096911,0.52306214,0.002083333,0,11,4,4,500.4363636,4.254545455,0.090909091,0.072727273,0.018181818
2023-11-25,210000,362.8545455,44.18181818,0.554545455,1.581818182,1.027272727,0,0,0,0.349549512,0.217114059,0,0.363416111,0.091127482,0.07875,0,11,5,4,0,0,0,0,0
2023-11-26,210000,170.0909091,19.36363636,0.381818182,1.763636364,1.381818182,0,0,0,0.381981936,0.342075491,0,0.394306481,0.057174888,0.5725,2,11,6,4,0,0,0,0,0
2023-11-27,210000,92.59090909,11.5,0.227272727,0.863636364,0.636363636,0,0,0,0.450450366,0.434433817,0.048257373,0.857662023,0.285233824,0.695416667,51,11,0,4,0,0,0,0,0
2023-11-28,210000,71.06363636,7.263636364,0.109090909,0.563636364,0.454545455,0,0,0,0.26666666,0.282731667,0,0.55420957,0.390454837,0.142916667,0,11,1,4,0,0,0,0,0
2023-11-29,210000,111.6181818,22.23636364,1.045454545,1.318181818,0.272727273,0,0,0,0.27567561,0.237272447,0.001340483,0.513628104,0.228699552,0.544166667,3,11,2,4,0,0,0,0,0
2023-11-30,210000,33.40909091,7.454545455,0.390909091,0.527272727,0.136363636,0,0,0,0.345945932,0.172580479,0,0.287704422,0.378283152,0,0,11,3,4,3455,8,2,1,1
2023-12-01,210000,24.17272727,5.454545455,2.290909091,2.363636364,0.072727273,0,0,0,0.246846766,0.201069629,0,0.43549364,0.255605381,0.042083333,0,12,4,1,1256.363636,2.909090909,0.727272727,0.363636364,0.363636364
2023-12-02,210000,15.69090909,3.636363636,0.909090909,0.954545455,0.045454545,0,0,0,0.250450448,0.300935925,0.002680965,0.593579649,0.257367072,0.485,0,12,5,1,942.2727273,2.181818182,0.545454545,0.272727273,0.272727273
2023-12-03,219666.6667,7.090909091,1.636363636,1.636363636,1.654545455,0.018181818,0,0,0,0.504504475,0.263704618,0,0.663234403,0.125400384,0,0,12,6,1,628.1818182,1.454545455,0.363636364,0.181818182,0.181818182
2023-12-04,219666.6667,3.609090909,0.818181818,1.772727273,1.772727273,0,0,0,0,0.252252238,0.290548185,0,0.657177468,0.164477899,0.165416667,0,12,0,1,314.0909091,0.727272727,0.181818182,0.090909091,0.090909091
2023-12-05,185000,9.190909091,58.49090909,2.845454545,2.845454545,0,0,0,0,0.223423393,0.403681991,0,0.684433677,0.15214606,0.5225,3,12,1,1,157.0454545,0.363636364,0.090909091,0.045454545,0.045454545
2023-12-06,175000,3.836363636,21.41818182,2.290909091,2.290909091,0,0,0,0,0.252252238,0.416743803,0.148793566,0.883101151,0.323030109,0.645416667,3,12,2,1,94.22727273,0.218181818,0.054545455,0.027272727,0.027272727
2023-12-07,193750,1.909090909,15.81818182,3.236363636,3.236363636,0,0,0,0,0.189189178,0.400802222,0,0.690490612,0.351537476,0.032083333,0,12,3,1,62.81818182,0.145454545,0.036363636,0.018181818,0.018181818
2023-12-08,188500,1.272727273,10.54545455,1.536363636,1.536363636,0,0,0,0,0.183783706,0.528540574,0,0.770442156,0.466207559,0.04875,0,12,4,1,0,0,0,0,0
2023-12-09,195500,0.636363636,5.272727273,1.981818182,1.981818182,0,0,0,0,0.183783706,0.568548802,0.002680965,0.923076923,0.23975016,0.284583333,0,12,5,1,0,0,0,0,0
2023-12-10,202000,0.318181818,2.636363636,1.954545455,1.954545455,0,0,0,0,0.194594548,0.493777641,0.001340483,0.782556027,0.23206278,0.33125,1,12,6,1,0,0,0,0,0
2023-12-11,202000,488.1909091,4.581818182,3.936363636,4.936363636,1,0,0,0,0.27027024,0.495423223,0.191689008,0.845548153,0.749359385,0.944166667,51,12,0,1,2129,15,2,1,1
2023-12-12,230000,1706.581818,2.145454545,8.7,11.06363636,2.363636364,1,1,0,0.234234235,0.401007919,0.010723861,0.723803755,0.266175529,0.592083333,3,12,1,1,774.1818182,5.454545455,0.727272727,0.363636364,0.363636364
2023-12-13,198000,689.0909091,0.818181818,7.709090909,9.709090909,2,0.363636364,0.363636364,0,0.26486487,0.406150365,0.008042895,0.77104785,0.184657271,0.504583333,0,12,2,1,580.6363636,4.090909091,0.545454545,0.272727273,0.272727273
2023-12-14,198000,521.7272727,0.545454545,10.08181818,11.17272727,1.090909091,2.272727273,2.272727273,0,0.225225183,0.463745757,0.26541555,0.867958813,0.489269699,0.998333333,53,12,3,1,387.0909091,2.727272727,0.363636364,0.181818182,0.181818182
2023-12-15,219500,328.1818182,0.272727273,5.890909091,6.618181818,0.727272727,1.909090909,1.909090909,0,0.223423393,0.413349789,0.253351206,0.818897638,0.376361307,1,3,12,4,1,447008.5455,7404.363636,113.1818182,51.09090909,62.09090909
2023-12-16,210000,165.5454545,0.136363636,5.545454545,5.954545455,0.409090909,1,1,0,0.252252238,0.204977887,0.00536193,0.527559055,0.723574632,0.5125,0,12,5,1,162574.9545,2692.681818,41.18181818,18.59090909,22.59090909
2023-12-17,230000,85.71818182,0.081818182,4.872727273,5.081818182,0.209090909,0.681818182,0.681818182,0,0.360360354,0.047619048,0,0.142943671,0.400224215,0.002916667,0,12,6,1,121916.7,2019.409091,30.87272727,13.93636364,16.93636364
2023-12-18,245000,52.02727273,0.054545455,3.427272727,3.545454545,0.118181818,0.390909091,0.390909091,0,0.293693613,0.112311015,0,0,0.147181294,0.412083333,1,12,0,1,81277.8,1346.272727,20.58181818,9.290909091,11.29090909
2023-12-19,207500,155.5272727,0,1.872727273,1.936363636,0.063636364,0.2,0.2,0,0.26666666,0.197572766,0,0.159903089,0.066784113,0.63625,3,12,1,1,40619.54545,673,10.27272727,4.636363636,5.636363636
2023-12-20,240000,460.6181818,20,3.1,3.118181818,0.018181818,0.1,0.1,0,0.369369304,0.115705029,0.001340483,0.379164143,0.494554773,0.135416667,0,12,2,1,20309.77273,336.5,5.136363636,2.318181818,2.818181818
2023-12-21,245000,185.4727273,7.272727273,4.318181818,8.318181818,4,0.063636364,0.063636364,0,0.295495504,0.012650417,0,0.203513022,0.430813581,0.006666667,0,12,3,1,20675.86364,277.9,31.08181818,16.39090909,14.69090909
2023-12-22,247500,268,26.45454545,2.890909091,4.345454545,1.454545455,0.018181818,0.018181818,0,0.246846766,0.007816518,0,0.138703816,0.393337604,0.000416667,0,12,4,1,11640.18182,164.2363636,12.23636364,6.381818182,5.854545455
2023-12-23,247500,134.8181818,11.27272727,2.681818182,6.772727273,4.090909091,0,0,0,0.282882872,0.108711303,0,0.290732889,0,0.212916667,0,12,5,1,2471.454545,21.45454545,7.636363636,4.090909091,3.545454545
2023-12-24,271333.3333,79.40909091,7.545454545,1.427272727,4.245454545,2.818181818,0,0,0,0.27567561,0.217628304,0.008042895,0.49909146,0.074631646,0.565416667,0,12,6,1,1660.636364,14.36363636,5.090909091,2.727272727,2.363636364
2023-12-25,235000,46.28181818,4.727272727,0.836363636,2.381818182,1.545454545,0,0,0,0.326126037,0.235626864,0.006702413,0.712901272,0.120916079,0.61125,3,12,0,1,140687.8182,2463.272727,117.5454545,46.36363636,70.18181818
2023-12-26,245000,25.6,2.454545455,1.463636364,2.463636364,1,0,0,0,0.320720667,0.28345161,0,0.687462144,0.184657271,0.37375,1,12,1,1,51275.09091,896.7272727,43.09090909,17.04545455,25.68181818
2023-12-27,245000,13.52727273,1.318181818,0.618181818,1.181818182,0.563636364,0,0,0,0.416216151,0.279749049,0,0.611750454,0.065983344,0.015,0,12,2,1,38388.68182,671.9818182,32.12727273,12.68181818,19.17272727
2023-12-28,245000,3.6,0.572727273,0.4,0.7,0.3,3,5,2,0.416216151,0.292399465,0,0.58691702,0.064862268,0.268333333,0,12,3,1,28491.15455,495.9818182,29.41818182,15.45454545,13.78181818
2023-12-29,245000,2.4,0.381818182,1.227272727,2.354545455,1.127272727,3.090909091,3.818181818,0.727272727,0.313513507,0.301141623,0,0.735917626,0.078155029,0.582083333,3,12,4,1,13774.89091,240.7636364,13.36363636,6.636363636,6.636363636
2023-12-30,250000,301,1,1.472727273,1.918181818,0.445454545,3.545454545,4.090909091,0.545454545,0.297297295,0.283143063,0.152815013,0.915202907,0.247757848,0.85375,51,12,5,1,7147.181818,124.7272727,7.409090909,3.954545455,3.409090909
2023-12-31,268000,170.4545455,80.36363636,0.681818182,0.972727273,0.290909091,1.818181818,2.181818182,0.363636364,0.27207203,0.337138743,0.029490617,0.900060569,0.272261371,0.67,51,12,6,1,4341.036364,75.70909091,4.590909091,2.5,2.063636364
2024-01-01,257000,104.2727273,29.36363636,0.481818182,0.663636364,0.181818182,1.181818182,1.363636364,0.181818182,0.342342352,0.31944873,0,0.840096911,0.162876361,0.390416667,0,1,0,1,2806.145455,49.01818182,2.818181818,1.454545455,1.345454545
2024-01-02,236555.5556,142.3636364,110,0.290909091,1.381818182,1.090909091,0.681818182,0.772727273,0.090909091,0.356756672,0.327676643,0.001340483,0.810417929,0.11450993,0.91375,3,1,1,1,131.8181818,2.181818182,0.363636364,0.318181818,0.045454545
2024-01-03,227428.5714,509.2727273,50.63636364,0.136363636,0.545454545,0.409090909,0.354545455,0.409090909,0.054545455,0.27927919,0.298159004,0.001340483,0.85887341,0.09657271,0.654166667,3,1,2,1,79.09090909,1.309090909,0.218181818,0.190909091,0.027272727
2024-01-04,254000,610.4090909,45.77272727,2.072727273,3.372727273,1.3,0.2,0.236363636,0.036363636,0.290090032,0.28818266,0,0.728649303,0.216367713,0.264166667,0,1,3,1,52.72727273,0.872727273,0.145454545,0.127272727,0.018181818
2024-01-05,246625,318.3454545,48.48181818,1.772727273,3.336363636,1.563636364,0.090909091,0.090909091,0,0.234234235,0.366039288,0.008042895,0.828588734,0.276585522,0.205,0,1,4,1,0,0,0,0,0
2024-01-06,254666.6667,215.0454545,22.83636364,0.927272727,1.654545455,0.727272727,0.036363636,0.036363636,0,0.27207203,0.256710892,0.00536193,0.660811629,0.17648943,0.142916667,0,1,5,1,0,0,0,0,0
2024-01-07,238750,312.8818182,17.45454545,0.636363636,1.136363636,0.5,0,0,0,0.371171094,0.166923789,0,0.330102968,0.456278027,0,0,1,6,1,0,0,0,0,0
2024-01-08,242600,131.8,9.036363636,0.363636364,0.663636364,0.3,0,0,0,0.2774774,0.152422092,0,0.350090854,0.075912876,0.285,0,1,0,1,0,0,0,0,0
2024-01-09,245333.3333,101.2454545,5.209090909,1.181818182,1.336363636,0.154545455,0,0,0,0.313513507,0.273269567,0.032171582,0.792852816,0.100576553,0.939583333,71,1,1,1,0,0,0,0,0
2024-01-10,227000,318.1818182,14.01818182,1.463636364,1.536363636,0.072727273,0,0,0,0.250450448,0.233775584,0,0.784373107,0.096893017,0.16375,0,1,2,1,3203997,20389,1357,536,798
2024-01-11,214600,123.2909091,5.5,2.7,2.745454545,0.045454545,0,0,0,0.290090032,0.268127121,0,0.806783767,0.195547726,0.753333333,2,1,3,1,1165089.818,7414.181818,493.4545455,194.9090909,290.1818182
2024-01-12,236000,92.20909091,3.827272727,1.2,1.218181818,0.018181818,0,0,0,0.27207203,0.251568446,0,0.582071472,0.221973094,0.002916667,0,1,4,1,873817.3636,5560.636364,370.0909091,146.1818182,217.6363636
2024-01-13,233166.6667,57.1,2.263636364,5.818181818,5.818181818,0,0,0,0,0.342342352,0.230895814,0,0.283464567,0.104740551,0,0,1,5,1,582544.9091,3707.090909,246.7272727,97.45454545,145.0909091
2024-01-14,232666.6667,30.30909091,1.145454545,4.318181818,4.318181818,0,0,0,0,0.708108076,0.251671295,0.036193029,0.66444579,0.266015375,0.371666667,0,1,6,1,341506.4545,2430.545455,177.3636364,89.72727273,85.54545455
2024-01-15,235000,13.98181818,0.545454545,6.345454545,6.345454545,0,0,1,1,0.845045037,0.180808392,0,0.258631133,0.276585522,0,0,1,0,1,163903.1364,1136.590909,81.31818182,39.27272727,41
2024-01-16,256285.7143,8.236363636,0.327272727,6.045454545,6.045454545,0,2,2.363636364,0.363636364,0.636035964,0.206932017,0,0.25136281,0.036675208,0.160833333,0,1,1,1,176630.9182,2167.427273,132.7363636,65.8,66.30909091
2024-01-17,234823.5294,363.1454545,27.21818182,9.072727273,10.07272727,1,0.727272727,1,0.272727273,0.661261229,0.26349892,0.103217158,0.540278619,0.10682255,0.7925,2,1,2,1,94860.30909,1004.345455,63.94545455,31.74545455,31.78181818
2024-01-18,227950,187.4545455,12.81818182,7.172727273,7.536363636,0.363636364,1.545454545,1.727272727,0.181818182,0.634234174,0.369741849,0.013404826,0.78134464,0.254324151,0.42875,0,1,3,1,25660,452,27,14.63636364,12.36363636
2024-01-19,223750,118.5454545,8.454545455,4.863636364,5.136363636,0.272727273,0.727272727,0.818181818,0.090909091,0.637837754,0.38105523,0,0.615990309,0.482543242,0.788333333,3,1,4,1,25558.36364,420.6818182,18.18181818,10.13636364,8.045454545
2024-01-20,224000,80.63636364,5.727272727,3.872727273,5.054545455,1.181818182,0.454545455,0.5,0.045454545,0.587387327,0.345572354,0.029490617,0.612356148,0.620916079,0.9475,3,1,5,1,11775.47273,195.6454545,9.2,5.118181818,4.081818182
2024-01-21,226666.6667,590.9090909,3,4.009090909,5.463636364,1.454545455,0.272727273,0.3,0.027272727,0.609009011,0.317288903,0.001340483,0.653543307,0.265695067,0.9775,3,1,6,1,6989.3,112.3090909,4.936363636,2.836363636,2.1
2024-01-22,229333.3333,408.7272727,14.5,5.881818182,8.563636364,2.681818182,0.145454545,0.163636364,0.018181818,0.554954902,0.09102129,0,0.332525742,0.644939142,0.550833333,3,1,0,1,4883.881818,93.38181818,3.390909091,2.272727273,1.118181818
2024-01-23,232857.1429,230.1727273,5.6,2.627272727,3.836363636,1.209090909,0.081818182,2.081818182,2,0.46846847,0,0,0.184736523,0.634368994,0.067916667,0,1,1,1,2638.481818,49.20909091,1.927272727,1.181818182,0.745454545
2024-01-24,239333.3333,158.9727273,4.118181818,3.781818182,4.618181818,0.836363636,0.027272727,0.754545455,0.727272727,0.511711635,0.084438959,0,0.178073895,0.59913517,0,0,1,2,1,88065.56364,1815.127273,116.3181818,74.31818182,39
2024-01-25,243333.3333,85.03636364,2.418181818,3.763636364,4.263636364,0.5,0.018181818,0.563636364,0.545454545,0.508108055,0.154170524,0,0.123561478,0.258167841,0.009166667,0,1,3,1,36301.46364,698.9363636,49.39090909,31.11818182,17.18181818
2024-01-26,237333.3333,66,3.181818182,3.772727273,7.027272727,3.254545455,0,0.363636364,0.363636364,0.378378356,0.214131441,0,0.548758328,0.136611147,0.154166667,0,1,4,1,31079.29091,571.9818182,37.29090909,23.74545455,12.72727273
2024-01-27,263000,32.21818182,1.318181818,1.890909091,3.118181818,1.227272727,0,0.181818182,0.181818182,0.428828784,0.244780418,0,0.633555421,0.13805253,0.305,0,1,5,1,19044.40909,361.2727273,24.13636364,15.31818182,8.272727273
2024-01-28,249800,21.63636364,0.9,2.236363636,3.127272727,0.890909091,0,0.090909091,0.090909091,0.47387384,0.225444822,0,0.614778922,0.123318386,0.139166667,0,1,6,1,10213.46364,188.0909091,12.66363636,8.027272727,4.363636364
2024-01-29,240055.5556,7.781818182,0.6,2.072727273,2.654545455,0.581818182,0,0.054545455,0.054545455,0.491891843,0.244677569,0,0.644457904,0.074311339,0.193333333,0,1,0,1,27743.99091,180.0454545,26.47272727,16.10909091,10.22727273
2024-01-30,242000,50.18181818,0.181818182,4.963636364,5.236363636,0.272727273,0,0.036363636,0.036363636,0.53513511,0.287668415,0,0.445184737,0.106342088,0.093333333,0,1,1,1,11207.08182,86.61818182,11.02727273,6.745454545,4.2
2024-01-31,239500,18.54545455,0.090909091,6.090909091,6.227272727,0.136363636,0,0,0,0.529729638,0.34310398,0,0.430042399,0.106342088,0.2625,0,1,2,1,19359.8,193.2,27.89090909,17.81818182,8.018181818
2024-02-01,242590.9091,13.74545455,0.054545455,5.909090909,8.990909091,3.081818182,0,2,2,0.54234227,0.305975522,0,0.63173834,0.183055734,0.580416667,2,2,3,1,55457.2,524.1727273,49.11818182,29.03636364,18.35454545
2024-02-02,247235.2941,9.163636364,0.036363636,5.081818182,6.227272727,1.145454545,0,0.727272727,0.727272727,0.572972905,0.32705955,0,0.646274985,0.156950673,0.807916667,3,2,4,1,23654.14545,229.7818182,21.14545455,12.67272727,7.563636364
2024-02-03,244714.2857,143.3636364,0,2.709090909,4.527272727,1.818181818,0,0.545454545,0.545454545,0.405405411,0.336933045,0.018766756,0.717141127,0.163997438,0.940833333,3,2,5,1,16387.54545,159.5909091,14.90909091,8.909090909,5.363636364
2024-02-04,238090.9091,52.72727273,0,1.681818182,2.590909091,0.909090909,0,0.363636364,0.363636364,0.569369325,0.404504782,0,0.718352514,0.155188981,0.697916667,3,2,6,1,10554.78182,102.6272727,9.272727273,5.509090909,3.4
2024-02-05,243950,39.21818182,0,1.945454545,3.490909091,1.545454545,0,0.181818182,0.181818182,0.571171115,0.337035894,0.101876676,0.737734706,0.570787956,0.917083333,71,2,0,1,5439.4,52.50909091,4.727272727,2.809090909,1.736363636
